USER_ID,AGE_GROUP,GENDER,HAS_GENDER_REPORTED,REGION,YEAR_PATH_STARTED
U-9119071759396821352,35-39 ans,F,TRUE,Normandie,2024
U-4148830357035952061,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-3956306123055760376,35-39 ans,Non renseigné,FALSE,Grand Est,2024
U7630528255928858605,40-44 ans,M,TRUE,Grand Est,2022
U-6477127456789751048,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U4527221824109758537,40-44 ans,M,TRUE,Hauts-de-France,2023
U-9060640735348585831,35-39 ans,Non renseigné,FALSE,Grand Est,2024
U5004316144285155789,45-49 ans,M,TRUE,Hauts-de-France,2022
U1626733339141395573,30-34 ans,Non renseigné,FALSE,Centre-Val de Loire,2022
U8121897031950755405,45-49 ans,Non renseigné,FALSE,Grand Est,2024
U-6238001079782058507,25-29 ans,M,TRUE,Pays de la Loire,2023
U2721883601710101374,30-34 ans,M,TRUE,Île-de-France,2025
U-5981929190594652719,45-49 ans,F,TRUE,Île-de-France,2022
U-600668926549893488,30-34 ans,Non renseigné,FALSE,Occitanie,2022
U7727707528451170809,25-29 ans,F,TRUE,Île-de-France,2023
U-7741357904441489629,35-39 ans,F,TRUE,Île-de-France,2023
U7839849739574755354,25-29 ans,M,TRUE,Île-de-France,2024
U-2687087689182648544,30-34 ans,M,TRUE,Île-de-France,2022
U-5676035142768472706,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-7714496972984436356,35-39 ans,F,TRUE,Île-de-France,2025
U-6232434241598905085,25-29 ans,M,TRUE,Île-de-France,2023
U-2922495765346126999,40-44 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-8386997829806349417,40-44 ans,F,TRUE,Nouvelle-Aquitaine,2024
U-3047724729309094121,35-39 ans,M,TRUE,Occitanie,2022
U4156891045204293982,45-49 ans,Non renseigné,FALSE,Île-de-France,2022
U-1653505911920907845,25-29 ans,M,TRUE,Occitanie,2025
U6776943619263708775,25-29 ans,Non renseigné,FALSE,Hauts-de-France,2022
U-2471553815775664438,25-29 ans,M,TRUE,Occitanie,2024
U-6951873897623358361,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U3637303287618603466,45-49 ans,M,TRUE,Île-de-France,2024
U-5004157951543507836,45-49 ans,M,TRUE,Île-de-France,2023
U-6361987611095327678,25-29 ans,M,TRUE,Île-de-France,2023
U7214441011763049487,30-34 ans,M,TRUE,Île-de-France,2022
U-4562468247749099234,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-3545546870083383142,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2022
U-7983250911942637787,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U8756063647689842932,25-29 ans,F,TRUE,Centre-Val de Loire,2025
U4649147845836634172,35-39 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U-7493506051924441942,50-54 ans,Non renseigné,FALSE,Île-de-France,2023
U3308519494098168116,35-39 ans,M,TRUE,Hauts-de-France,2024
U5476332914087947832,25-29 ans,Non renseigné,FALSE,Île-de-France,2025
U-112080869962478805,30-34 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U2417461907762007832,30-34 ans,M,TRUE,Pays de la Loire,2024
U366126791700809666,25-29 ans,Non renseigné,FALSE,Grand Est,2022
U607607402236847110,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U-2242707715375930997,35-39 ans,M,TRUE,Île-de-France,2024
U6366196817637575136,35-39 ans,Non renseigné,FALSE,Occitanie,2022
U-8995107682902989398,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U4244065857669825607,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U4395934914891429859,30-34 ans,M,TRUE,Île-de-France,2022
U-6184054009075498990,40-44 ans,F,TRUE,Nouvelle-Aquitaine,2022
U-8458763126207722854,30-34 ans,F,TRUE,Nouvelle-Aquitaine,2025
U-9079964536967551707,45-49 ans,F,TRUE,Île-de-France,2024
U-8789499372435577075,35-39 ans,M,TRUE,Île-de-France,2023
U-942501014786276670,25-29 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U-8557414479765797556,35-39 ans,Non renseigné,FALSE,Occitanie,2022
U3817568649800075121,35-39 ans,F,TRUE,Grand Est,2025
U8980978424306304927,30-34 ans,M,TRUE,Île-de-France,2022
U1786970856864605677,25-29 ans,F,TRUE,Île-de-France,2024
U6635508027318224626,35-39 ans,M,TRUE,Île-de-France,2024
U-2225480328324379759,55-59 ans,Non renseigné,FALSE,Grand Est,2022
U-2071543161520826862,55-59 ans,F,TRUE,Grand Est,2022
U-6019400485619591724,25-29 ans,F,TRUE,Occitanie,2025
U3844815067625252798,35-39 ans,M,TRUE,Île-de-France,2023
U5373441494093939328,30-34 ans,Non renseigné,FALSE,Pays de la Loire,2024
U4934796691734468405,30-34 ans,F,TRUE,Île-de-France,2023
U-2299312801918851725,50-54 ans,M,TRUE,Île-de-France,2025
U-3155474823040832595,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U5083072410970861106,20-24 ans,F,TRUE,Île-de-France,2025
U-5360565794121983162,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U-8644537306456189207,30-34 ans,F,TRUE,Île-de-France,2024
U-663950163765519867,20-24 ans,M,TRUE,Hauts-de-France,2025
U1685183712158512506,25-29 ans,F,TRUE,Île-de-France,2025
U2193888475866841949,50-54 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2023
U-3266126604479516856,45-49 ans,M,TRUE,Hauts-de-France,2024
U694154966534118438,35-39 ans,M,TRUE,Grand Est,2025
U6380069088623805945,35-39 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2025
U8799210006420336363,35-39 ans,M,TRUE,Grand Est,2025
U2347435726142980259,25-29 ans,M,TRUE,Île-de-France,2025
U8420415455188374649,25-29 ans,Non renseigné,FALSE,Occitanie,2024
U-6978403214780015034,25-29 ans,M,TRUE,Occitanie,2024
U4646034883166258245,35-39 ans,M,TRUE,Île-de-France,2022
U-7011776782844407661,30-34 ans,M,TRUE,Île-de-France,2023
U1666166769267559444,50-54 ans,F,TRUE,Nouvelle-Aquitaine,2025
U-118156465894368289,45-49 ans,F,TRUE,Île-de-France,2024
U5299598891439862258,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U989682504899244241,60 ans ou plus,Non renseigné,FALSE,Île-de-France,2023
U5992307152906303231,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-7540612336845370840,40-44 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U-5039273015139736301,30-34 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U2396681766893219430,35-39 ans,M,TRUE,Île-de-France,2022
U6682699035080164256,50-54 ans,M,TRUE,Île-de-France,2025
U3703902684009044615,20-24 ans,F,TRUE,Nouvelle-Aquitaine,2024
U8521002534253929679,35-39 ans,Non renseigné,FALSE,Île-de-France,2023
U-7452029244864383652,35-39 ans,M,TRUE,Hauts-de-France,2025
U-59329576086061698,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U945892995648028490,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U991580038991759376,30-34 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U669508274966817857,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2023
U275079163309289312,20-24 ans,M,TRUE,Île-de-France,2025
U-5711445584628809991,35-39 ans,F,TRUE,Île-de-France,2024
U3802561975953400241,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-6255004480253811039,45-49 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U-1325903460437064657,30-34 ans,M,TRUE,Nouvelle-Aquitaine,2024
U-2763021761423102286,40-44 ans,F,TRUE,Centre-Val de Loire,2025
U846217588529172532,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U1687771290239430413,30-34 ans,M,TRUE,Hauts-de-France,2023
U-5368253914630986071,35-39 ans,M,TRUE,Occitanie,2022
U-3300597734680818686,40-44 ans,Non renseigné,FALSE,Île-de-France,2023
U6949965773968321678,35-39 ans,M,TRUE,Occitanie,2025
U-4103308094710326562,20-24 ans,Non renseigné,FALSE,DROM,2023
U2553011101346134636,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-3370317212989831843,25-29 ans,M,TRUE,Île-de-France,2025
U-1277168575315367095,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U7126387734445585735,35-39 ans,F,TRUE,Bourgogne-Franche-Comté,2022
U-7591043133686541849,35-39 ans,M,TRUE,Île-de-France,2023
U-1863584643756508445,30-34 ans,F,TRUE,Bretagne,2024
U6595350690901341821,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U-4277123189478226885,20-24 ans,M,TRUE,Grand Est,2025
U3378518449669039802,30-34 ans,M,TRUE,Île-de-France,2024
U-4675095599174495319,30-34 ans,M,TRUE,Occitanie,2025
U-645475681817093140,40-44 ans,F,TRUE,Centre-Val de Loire,2025
U-3764019508121320263,25-29 ans,M,TRUE,Hauts-de-France,2024
U-8618520366917758169,55-59 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U5395997548057672650,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U8017073128541714869,45-49 ans,F,TRUE,Île-de-France,2024
U-5525159786183155323,40-44 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U2487277578341540795,40-44 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U-2205401432060080902,30-34 ans,F,TRUE,Pays de la Loire,2024
U-1411968975656422729,40-44 ans,M,TRUE,Île-de-France,2023
U-8007518178161584553,25-29 ans,M,TRUE,Occitanie,2025
U-5330712987605294328,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U-8357384496996281288,40-44 ans,Non renseigné,FALSE,Occitanie,2022
U-6191626375264529147,30-34 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2023
U5965815296142375568,30-34 ans,M,TRUE,Île-de-France,2025
U-7430179233342812515,40-44 ans,F,TRUE,Auvergne-Rhône-Alpes,2023
U-4943393781293891952,35-39 ans,M,TRUE,Île-de-France,2023
U-8512265531710006440,30-34 ans,F,TRUE,Centre-Val de Loire,2025
U-4542892170711888846,45-49 ans,Non renseigné,FALSE,Hauts-de-France,2022
U-5673359322462154101,35-39 ans,M,TRUE,Île-de-France,2023
U3710445612266418495,50-54 ans,Non renseigné,FALSE,Île-de-France,2023
U-2883632111230490356,35-39 ans,M,TRUE,Île-de-France,2024
U-2934473230885899424,25-29 ans,M,TRUE,Île-de-France,2022
U-2605948343460451997,25-29 ans,Non renseigné,FALSE,Hauts-de-France,2023
U-4671392970431457288,25-29 ans,F,TRUE,Hauts-de-France,2023
U-3737420488936249608,35-39 ans,M,TRUE,Nouvelle-Aquitaine,2023
U8605410400654581408,25-29 ans,M,TRUE,Occitanie,2024
U3348958923003913638,60 ans ou plus,M,TRUE,Île-de-France,2022
U-6068259757341880039,35-39 ans,F,TRUE,Île-de-France,2024
U-3095594747238924890,30-34 ans,M,TRUE,Centre-Val de Loire,2024
U-740242171720320658,35-39 ans,F,TRUE,Île-de-France,2025
U-1968689222148277787,30-34 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U5892305225961236929,25-29 ans,M,TRUE,Hauts-de-France,2025
U7663259766646104961,25-29 ans,M,TRUE,Île-de-France,2023
U-4886574516575235897,35-39 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U-6124762647735709511,45-49 ans,Non renseigné,FALSE,Île-de-France,2024
U5252486246120315416,50-54 ans,M,TRUE,Centre-Val de Loire,2024
U-7664552436784206081,55-59 ans,M,TRUE,Bourgogne-Franche-Comté,2023
U7228144416731571358,45-49 ans,M,TRUE,Île-de-France,2025
U2956285968847024451,25-29 ans,M,TRUE,Île-de-France,2023
U6955370556693565276,30-34 ans,Non renseigné,FALSE,Occitanie,2023
U-6366014690199742556,25-29 ans,M,TRUE,Île-de-France,2024
U-7433622811784521324,60 ans ou plus,M,TRUE,Île-de-France,2025
U-1728177735659535262,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U-6674057737648782280,30-34 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U6606733587669329301,30-34 ans,Non renseigné,FALSE,Grand Est,2023
U-5921054515303517845,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U1377934216938769477,40-44 ans,F,TRUE,Île-de-France,2023
U1074610401691979297,35-39 ans,M,TRUE,Île-de-France,2025
U-1995609563585700787,55-59 ans,Non renseigné,FALSE,Île-de-France,2023
U-2350659248541412631,35-39 ans,M,TRUE,Centre-Val de Loire,2022
U-311071353026619897,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-1485935602672411617,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-2331693052507949892,45-49 ans,M,TRUE,Île-de-France,2022
U1677663290177742833,25-29 ans,Non renseigné,FALSE,Pays de la Loire,2022
U-1499346072516110706,45-49 ans,M,TRUE,Bourgogne-Franche-Comté,2022
U7864056851823414966,25-29 ans,F,TRUE,Île-de-France,2024
U-3386773649458095721,35-39 ans,Non renseigné,FALSE,Occitanie,2022
U-498511731301762604,25-29 ans,F,TRUE,Nouvelle-Aquitaine,2024
U-6200825900873722002,35-39 ans,M,TRUE,Grand Est,2024
U4493051209997102568,40-44 ans,F,TRUE,Île-de-France,2022
U6344835071574128041,40-44 ans,Non renseigné,FALSE,Grand Est,2022
U-3933587625814128390,40-44 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-630769171710347345,25-29 ans,F,TRUE,Île-de-France,2025
U-182231646961407529,35-39 ans,F,TRUE,Île-de-France,2024
U-885259506093251183,55-59 ans,M,TRUE,Bretagne,2024
U-2310240082143119744,25-29 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2023
U-2751613337203555250,35-39 ans,F,TRUE,Île-de-France,2025
U-7197705318523516514,45-49 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U4551184220175491090,35-39 ans,M,TRUE,DROM,2025
U-4429233502997490433,30-34 ans,F,TRUE,Île-de-France,2025
U8769029190133874265,20-24 ans,M,TRUE,Île-de-France,2024
U7407544198819880908,30-34 ans,F,TRUE,Occitanie,2024
U-7571796914563539739,20-24 ans,F,TRUE,Normandie,2023
U-6199360743349103414,30-34 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U-3605388486466317921,30-34 ans,M,TRUE,Normandie,2024
U5155762069817418287,25-29 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U-4226608761479192671,50-54 ans,M,TRUE,Pays de la Loire,2023
U-1749675145861390251,30-34 ans,F,TRUE,Île-de-France,2022
U-1028578736061593018,30-34 ans,M,TRUE,Normandie,2022
U-766988683074330347,45-49 ans,F,TRUE,Île-de-France,2023
U-1806678617362449011,50-54 ans,Non renseigné,FALSE,Île-de-France,2025
U1610363477325620943,25-29 ans,Non renseigné,FALSE,Occitanie,2022
U-864934988400967024,30-34 ans,F,TRUE,Hauts-de-France,2023
U141483565801232874,40-44 ans,M,TRUE,Normandie,2025
U-4547956847776518171,30-34 ans,F,TRUE,Hauts-de-France,2023
U1306062758166503112,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-4823863902542729451,50-54 ans,Non renseigné,FALSE,Île-de-France,2022
U7797710761545142956,25-29 ans,F,TRUE,Île-de-France,2023
U-6996408802311805450,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-6099765203395820694,35-39 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2022
U6203833453737493739,50-54 ans,M,TRUE,Île-de-France,2023
U-1731183914208335858,25-29 ans,M,TRUE,Normandie,2024
U-1944853621330612592,25-29 ans,M,TRUE,Hauts-de-France,2024
U281847773620262237,25-29 ans,M,TRUE,Occitanie,2022
U5797024072226587207,25-29 ans,M,TRUE,Île-de-France,2025
U-4156966887962805916,30-34 ans,Non renseigné,FALSE,Bourgogne-Franche-Comté,2022
U589627548800051828,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-7719741723490301186,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-534957709419894818,20-24 ans,M,TRUE,Hauts-de-France,2025
U5226702401420346162,55-59 ans,M,TRUE,Occitanie,2022
U6490412811566100084,45-49 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2024
U7657752745897928910,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U559911666246849899,45-49 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U73801179798898422,40-44 ans,Non renseigné,FALSE,Île-de-France,2024
U-2202762334552792729,30-34 ans,F,TRUE,Occitanie,2023
U-6775292352075552265,20-24 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U-1974648284805525085,30-34 ans,Non renseigné,FALSE,Île-de-France,2024
U-2250064704431599786,20-24 ans,M,TRUE,Bourgogne-Franche-Comté,2024
U-4184234485146367891,25-29 ans,F,TRUE,Île-de-France,2025
U6494338587144827017,20-24 ans,F,TRUE,Hauts-de-France,2023
U1338041086985204851,55-59 ans,F,TRUE,Nouvelle-Aquitaine,2025
U2939776206390841556,55-59 ans,Non renseigné,FALSE,Île-de-France,2022
U3448189679298975090,20-24 ans,M,TRUE,Île-de-France,2025
U-5051616050766070827,55-59 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U-4458001783541096668,20-24 ans,M,TRUE,Île-de-France,2024
U-40833167778118262,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U-5672346335875316047,35-39 ans,M,TRUE,Occitanie,2025
U-1987752061013245975,20-24 ans,F,TRUE,Île-de-France,2023
U3622446930595286686,30-34 ans,M,TRUE,Île-de-France,2023
U2341309469991950506,35-39 ans,M,TRUE,Île-de-France,2023
U-6897216034926863919,30-34 ans,M,TRUE,Bourgogne-Franche-Comté,2024
U-6153355056602761976,35-39 ans,Non renseigné,FALSE,Île-de-France,2022
U-111277952985305309,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2022
U8085781596114969035,45-49 ans,F,TRUE,Pays de la Loire,2025
U-7079538703747880580,25-29 ans,M,TRUE,Île-de-France,2022
U-6104267091345993481,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-6800937033019393342,35-39 ans,F,TRUE,Hauts-de-France,2022
U7468845510255072866,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U2403301997332974207,25-29 ans,M,TRUE,Grand Est,2024
U7459181739678431276,35-39 ans,F,TRUE,Île-de-France,2025
U-3947262116333822985,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U7862800904366789883,25-29 ans,F,TRUE,Île-de-France,2022
U236975306127419244,25-29 ans,F,TRUE,Pays de la Loire,2023
U-6986177563138641636,30-34 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
U1011116161508091189,20-24 ans,M,TRUE,Île-de-France,2024
U1238594633917505699,25-29 ans,M,TRUE,Nouvelle-Aquitaine,2023
U4786929808470221186,25-29 ans,F,TRUE,Île-de-France,2024
U4837391039051273476,20-24 ans,M,TRUE,Bourgogne-Franche-Comté,2025
U16751545302649975,40-44 ans,Non renseigné,FALSE,Île-de-France,2023
U-3569616945523180836,30-34 ans,M,TRUE,Île-de-France,2025
U434140274776810769,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U1742809481540914299,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U-4405172067503911643,35-39 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U3745759264276588618,25-29 ans,M,TRUE,Île-de-France,2023
U-7584161457846831018,55-59 ans,M,TRUE,Île-de-France,2025
U74189397575247197,35-39 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U4184265698801063728,25-29 ans,F,TRUE,Île-de-France,2024
U1830173198937043072,30-34 ans,M,TRUE,Île-de-France,2024
U6911340048900117757,35-39 ans,M,TRUE,Grand Est,2023
U1358220784724474056,35-39 ans,Non renseigné,FALSE,Occitanie,2024
U3972357465165582841,25-29 ans,F,TRUE,Île-de-France,2024
U875763339988182685,55-59 ans,F,TRUE,Occitanie,2023
U7913289708569872509,25-29 ans,F,TRUE,Île-de-France,2025
U2803038824163269426,45-49 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2025
U-4742826856266722977,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U3122571264358397584,35-39 ans,M,TRUE,Centre-Val de Loire,2025
U5517292637768060758,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U5827968674418525802,30-34 ans,M,TRUE,Occitanie,2024
U6207378058407893764,20-24 ans,F,TRUE,Auvergne-Rhône-Alpes,2025
U-1660530870815153538,25-29 ans,Non renseigné,FALSE,Île-de-France,2022
U-63137882723431393,45-49 ans,Non renseigné,FALSE,Occitanie,2025
U2330149241470920416,25-29 ans,Non renseigné,FALSE,Île-de-France,2023
U-6034202047493987773,40-44 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U9003742046310678822,30-34 ans,Non renseigné,FALSE,Île-de-France,2022
U-6132663517573583227,45-49 ans,M,TRUE,Île-de-France,2022
U4782032601290451241,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U4121629058597778649,35-39 ans,F,TRUE,Île-de-France,2022
U7996477702381232192,35-39 ans,M,TRUE,Île-de-France,2024
U3750743847610734878,45-49 ans,F,TRUE,Île-de-France,2023
U8402628386333891775,55-59 ans,M,TRUE,Nouvelle-Aquitaine,2025
U5636739095886897684,20-24 ans,M,TRUE,Occitanie,2025
U3718571631662412933,25-29 ans,Non renseigné,FALSE,Occitanie,2024
U6212621728678243852,55-59 ans,M,TRUE,Nouvelle-Aquitaine,2022
U1199254639666885751,30-34 ans,M,TRUE,Normandie,2022
U-2756962529066292754,25-29 ans,M,TRUE,Nouvelle-Aquitaine,2022
U242055704793766334,25-29 ans,M,TRUE,Île-de-France,2022
U-8543186213659398556,40-44 ans,M,TRUE,Île-de-France,2024
U1227379220143499872,40-44 ans,F,TRUE,Île-de-France,2025
U-6133445260693582208,30-34 ans,F,TRUE,Auvergne-Rhône-Alpes,2023
U-1264588744957680962,25-29 ans,M,TRUE,Île-de-France,2024
U-7599622565048161797,25-29 ans,M,TRUE,Île-de-France,2023
U-532770676519001133,35-39 ans,M,TRUE,Île-de-France,2022
U6548620508111645827,50-54 ans,M,TRUE,Centre-Val de Loire,2025
U-742776768715652168,25-29 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2023
U-6483521435882319841,35-39 ans,F,TRUE,Île-de-France,2025
U669199071281529554,30-34 ans,M,TRUE,Bretagne,2022
U7821918551373493500,30-34 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U1816443976722185449,50-54 ans,M,TRUE,Île-de-France,2025
U-6732423614964420532,40-44 ans,F,TRUE,Île-de-France,2023
U1193942101988835004,25-29 ans,Non renseigné,FALSE,Occitanie,2023
U-9095777643172653087,25-29 ans,Non renseigné,FALSE,Île-de-France,2025
U2685444645239661732,35-39 ans,M,TRUE,Île-de-France,2022
U-3967757415599585764,40-44 ans,F,TRUE,Bretagne,2025
U4951460138498265891,30-34 ans,Non renseigné,FALSE,Occitanie,2022
U-8747983800268221696,25-29 ans,F,TRUE,Île-de-France,2025
U-5924808997874569823,55-59 ans,Non renseigné,FALSE,Île-de-France,2022
U-32891246653233428,35-39 ans,F,TRUE,Grand Est,2023
U6677192004018674408,45-49 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U499866418732659154,25-29 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2023
U6939222138208218802,25-29 ans,F,TRUE,Grand Est,2025
U-804247968697462530,35-39 ans,F,TRUE,Hauts-de-France,2024
U2064479205132113650,25-29 ans,F,TRUE,Hauts-de-France,2024
U-7665787680472357980,35-39 ans,F,TRUE,Île-de-France,2023
U7510480716382625621,35-39 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U1488090755513108491,20-24 ans,F,TRUE,Île-de-France,2025
U-7424728007156972322,25-29 ans,M,TRUE,Île-de-France,2023
U-8317494110280693370,30-34 ans,Non renseigné,FALSE,Île-de-France,2024
U-379131842641086144,30-34 ans,M,TRUE,Provence-Alpes-Côte d'Azur,2022
U-2686371676128136499,35-39 ans,M,TRUE,Île-de-France,2023
U2957144577515601069,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U-7670551885787849205,30-34 ans,F,TRUE,Île-de-France,2022
U828900640264836788,30-34 ans,M,TRUE,Île-de-France,2025
U-1093533386691472003,40-44 ans,M,TRUE,Hauts-de-France,2022
U2578043473741004408,50-54 ans,M,TRUE,Normandie,2025
U-8921326782570491072,30-34 ans,M,TRUE,Île-de-France,2025
U5157322150701460572,25-29 ans,F,TRUE,Île-de-France,2025
U5951194953347807306,35-39 ans,M,TRUE,Île-de-France,2022
U-5474515401421857775,30-34 ans,Non renseigné,FALSE,Pays de la Loire,2022
U-559796781492665022,45-49 ans,M,TRUE,Île-de-France,2022
U2093331288087417241,40-44 ans,M,TRUE,Île-de-France,2023
U-4698793238245243009,25-29 ans,M,TRUE,Île-de-France,2024
U-900296118912820199,30-34 ans,M,TRUE,Occitanie,2025
U-2667680730592464526,25-29 ans,M,TRUE,Auvergne-Rhône-Alpes,2024
U-3129990931551746185,25-29 ans,M,TRUE,Grand Est,2022
U-7125298229098323304,40-44 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2022
U-218082530813278389,40-44 ans,M,TRUE,Île-de-France,2025
U-7188912151082762286,30-34 ans,M,TRUE,DROM,2025
U-1802102964342005687,30-34 ans,Non renseigné,FALSE,Centre-Val de Loire,2022
U4087014102231388990,40-44 ans,M,TRUE,Centre-Val de Loire,2024
U6043050082253295786,30-34 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2023
U-2896956064708796374,25-29 ans,M,TRUE,Île-de-France,2025
U1377050827161071918,30-34 ans,M,TRUE,Grand Est,2024
U3395124673865914436,55-59 ans,M,TRUE,Île-de-France,2022
U809203871308411077,30-34 ans,Non renseigné,FALSE,Île-de-France,2023
U4026318901077087396,30-34 ans,M,TRUE,Bourgogne-Franche-Comté,2022
U4624902447469464616,60 ans ou plus,M,TRUE,Hauts-de-France,2022
U8566328438521959005,35-39 ans,F,TRUE,Provence-Alpes-Côte d'Azur,2025
U-6773351958088188051,35-39 ans,Non renseigné,FALSE,Île-de-France,2023
U-1425983737827176164,25-29 ans,Non renseigné,FALSE,Provence-Alpes-Côte d'Azur,2022
U6014222638593391843,25-29 ans,M,TRUE,Île-de-France,2025
U-7800051756878707831,55-59 ans,M,TRUE,Grand Est,2022
U-8367381162239590076,40-44 ans,M,TRUE,Hauts-de-France,2025
U457423001323492543,30-34 ans,M,TRUE,Île-de-France,2025
U4674581889609100420,40-44 ans,Non renseigné,FALSE,Île-de-France,2022
U-1678199065157955738,35-39 ans,M,TRUE,Île-de-France,2023
U5337020782690825,30-34 ans,M,TRUE,Auvergne-Rhône-Alpes,2025
U8138638521844431138,45-49 ans,F,TRUE,Île-de-France,2023
U-8127001248329189097,50-54 ans,F,TRUE,Auvergne-Rhône-Alpes,2022
U972655733640611188,35-39 ans,F,TRUE,Île-de-France,2024
U3915197751383964730,35-39 ans,M,TRUE,Centre-Val de Loire,2022
U8145988545827073964,45-49 ans,Non renseigné,FALSE,Auvergne-Rhône-Alpes,2023
U-8455127420208705858,35-39 ans,M,TRUE,Île-de-France,2023
U-814157242647736408,50-54 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2023
U396948753836747849,30-34 ans,M,TRUE,Île-de-France,2024
U8696715021941616256,40-44 ans,Non renseigné,FALSE,Nouvelle-Aquitaine,2022
